Date,timestamp,open,high,low,close,volume,Signal,quote_av,trades,tb_base_av,tb_quote_av
2022/8/2,2022-08-02 22:00:00+00:00,23093.02,23148.6,23024.36,23100.92,4107.3569,95923.89078,94870743.9,133078,1993.67593,46050611.78
2022/8/2,2022-08-02 23:00:00+00:00,23100.92,23134.99,22927.61,22987.79,4378.17876,95351.7517,100856574.5,137368,2091.44503,48187563.46
2022/8/3,2022-08-03 00:00:00+00:00,22985.93,23079.39,22727,22793.56,7221.49504,95548.66324,165142961.4,228223,3256.36575,74489760.52
2022/8/3,2022-08-03 01:00:00+00:00,22793.57,22836,22681.22,22801.57,5420.13145,94481.93191,123374344.7,181391,2627.67051,59820591.11
2022/8/3,2022-08-03 02:00:00+00:00,22803.27,22857,22725.5,22776.69,5036.01789,85861.86244,114776753.1,163474,2323.16413,52950680
2022/8/3,2022-08-03 03:00:00+00:00,22776.69,22882.4,22758.3,22862.72,4117.03166,84016.21601,94000566.45,155454,2078.92597,47468663.46
2022/8/3,2022-08-03 04:00:00+00:00,22863.65,22901.94,22822.4,22831.56,3692.98097,82646.19259,84414902.92,148015,1837.18985,41998451.08
2022/8/3,2022-08-03 05:00:00+00:00,22831.56,22962.72,22802,22916.75,4041.26715,83376.5507,92521939.81,155853,2112.09163,48356615.44
2022/8/3,2022-08-03 06:00:00+00:00,22915.59,23074.86,22913.66,23043.44,4545.00541,83899.2963,104603363.9,171626,2269.65885,52238132.37
2022/8/3,2022-08-03 07:00:00+00:00,23044.99,23055,22954,22989.96,4049.44896,86990.00765,93201629.09,160066,1979.42804,45561761.64
2022/8/3,2022-08-03 08:00:00+00:00,22989.16,23300,22987.46,23294.8,7411.06418,91580.32748,171764800.9,244363,3822.78902,88597521.91
2022/8/3,2022-08-03 09:00:00+00:00,23293.27,23400,23286.24,23383.55,7002.52079,98088.42279,163468185,218322,3556.27129,83018668.58
2022/8/3,2022-08-03 10:00:00+00:00,23385.48,23453.35,23326.43,23410.54,6486.94851,114588.4492,151798226.1,219940,3341.94336,78211897.37
2022/8/3,2022-08-03 11:00:00+00:00,23410.53,23471.5,23291.07,23402.83,6659.78507,132377.944,155748280.2,222801,3355.62862,78484468.43
2022/8/3,2022-08-03 12:00:00+00:00,23405.14,23647.68,23239.34,23264.69,11639.40093,136427.2696,272619793.8,321346,5719.40383,133996602.2
2022/8/3,2022-08-03 13:00:00+00:00,23263.57,23400,23229.28,23341.12,8255.89325,122303.6082,192474175.3,283917,4327.83849,100906764.2
2022/8/3,2022-08-03 14:00:00+00:00,23341.12,23430.19,23207.29,23301.49,8271.14791,114793.1021,192920336.7,295095,4083.94994,95263285.6
2022/8/3,2022-08-03 15:00:00+00:00,23300.01,23404.99,23257.95,23352.76,5894.84599,115035.0145,137623608.8,221446,3049.32115,71197346.93
2022/8/3,2022-08-03 16:00:00+00:00,23352.76,23528.17,23256.87,23440.93,6719.64849,116420.4191,157187806.9,223752,3511.69821,82161736.14
2022/8/3,2022-08-03 17:00:00+00:00,23440.93,23574.98,23400.61,23448.59,7064.29821,115617.5845,165931974.8,215396,3629.94498,85270394.7
2022/8/3,2022-08-03 18:00:00+00:00,23448.59,23531.46,23352.08,23487.95,5454.11258,119412.9711,127949191.3,175039,2683.18079,62953665.43
2022/8/3,2022-08-03 19:00:00+00:00,23487.95,23541.85,23414.51,23462,4929.13101,121614.3219,115712692.2,173124,2402.77544,56410202.73
2022/8/3,2022-08-03 20:00:00+00:00,23460.51,23486.48,23245,23322.38,4637.94587,120963.2553,108253563,156260,2204.2819,51454717.46
2022/8/3,2022-08-03 21:00:00+00:00,23323.84,23367,23252,23267.83,2349.03381,117542.2673,54742478.45,102007,1218.9872,28411950.11
2022/8/3,2022-08-03 22:00:00+00:00,23267.83,23282,22876.85,22932.21,7386.00534,111972.2265,170448521.4,223649,3331.59657,76893968.5
2022/8/3,2022-08-03 23:00:00+00:00,22932.21,22934.61,22720,22818.37,7663.64948,105951.6713,174750657.3,227083,3631.45071,82811046.84
2022/8/4,2022-08-04 00:00:00+00:00,22816.91,23023.82,22791.46,23006.01,7206.91975,85722.83784,165261116.2,240710,3755.30104,86111433.35
2022/8/4,2022-08-04 01:00:00+00:00,23006,23223.32,22998.18,23141.21,6677.46523,79192.75789,154426980.8,230570,3406.06649,78773979.65
2022/8/4,2022-08-04 02:00:00+00:00,23141.21,23192.44,23080,23134.92,4958.01269,81760.767,114726123.6,176859,2428.96788,56207193.45
2022/8/4,2022-08-04 03:00:00+00:00,23133.45,23156,23028.09,23095.74,4345.30861,84298.97914,100316387.5,172668,2100.5486,48492178.86
2022/8/4,2022-08-04 04:00:00+00:00,23095.74,23174.45,23066.16,23084.45,3826.03186,85933.1079,88458020.08,156933,1853.99276,42865807.58
2022/8/4,2022-08-04 05:00:00+00:00,23085.58,23150,23051.43,23123.82,3736.18766,84266.35285,86284882.71,151398,1887.72033,43598752.47
2022/8/4,2022-08-04 06:00:00+00:00,23122.44,23185.35,22815.35,22937.73,9061.76039,83422.57899,207959432.6,282928,4402.48554,101035236.3
2022/8/4,2022-08-04 07:00:00+00:00,22937.73,23030.92,22908.3,22947.92,4713.74273,79839.78947,108316366.4,179018,2305.52329,52980739.78
2022/8/4,2022-08-04 08:00:00+00:00,22947.92,22950,22767.86,22798.24,6697.60808,80990.70613,153140247.3,220841,3064.98051,70088089.41
2022/8/4,2022-08-04 09:00:00+00:00,22799.8,22909.67,22786.78,22870.1,5070.46044,77157.26287,115824692.7,189285,2527.38439,57736465.47
2022/8/4,2022-08-04 10:00:00+00:00,22868.67,22956.41,22819.6,22863.83,5011.36339,73308.91822,114727595.8,184897,2521.4234,57730806.76
2022/8/4,2022-08-04 11:00:00+00:00,22863.83,22924.07,22800,22885.01,4796.23584,72541.1622,109706093.2,175674,2374.71607,54320630.07
2022/8/4,2022-08-04 12:00:00+00:00,22885.01,22985.6,22750,22895.8,8302.00137,72776.17891,189869090.6,249158,4182.68597,95679271.58
2022/8/4,2022-08-04 13:00:00+00:00,22897.12,23148.99,22840,23029.09,11914.3767,71700.95509,273894529.3,340538,6076.93754,139708542.1
2022/8/4,2022-08-04 14:00:00+00:00,23027.6,23141,22785.06,22922.38,11605.14444,75785.71429,265923227,342071,5773.76253,132303731
2022/8/4,2022-08-04 15:00:00+00:00,22921.34,22953.68,22765.73,22931.68,6911.65919,69311.28237,158092761.4,222190,3407.97038,77959230.7
2022/8/4,2022-08-04 16:00:00+00:00,22931.68,22980,22527,22587.5,9877.28422,70668.04741,224713346.9,270126,4435.15344,100946077.1
2022/8/4,2022-08-04 17:00:00+00:00,22585.47,22659.99,22550.57,22633.95,6911.3526,67968.07899,156232749.7,194138,3565.12288,80594832.83
2022/8/4,2022-08-04 18:00:00+00:00,22632.97,22719.99,22400,22539.02,9134.47998,63855.37228,206046867.1,240708,4193.62346,94616025.78
2022/8/4,2022-08-04 19:00:00+00:00,22541.68,22639.34,22427.27,22451.24,6050.56541,66386.11772,136327239.1,191032,2937.02966,66181610.8
2022/8/4,2022-08-04 20:00:00+00:00,22451.28,22555,22449.09,22511.22,4497.54371,65412.99472,101234298.6,142466,2249.33739,50631520.01
2022/8/4,2022-08-04 21:00:00+00:00,22511.22,22570.47,22481.7,22495.34,2516.70886,65514.15249,56676475.82,90906,1219.72121,27469223.38
2022/8/4,2022-08-04 22:00:00+00:00,22495.34,22639.77,22450,22622.52,6208.32552,66075.6555,140107819.6,170389,3043.71433,68684499.44
2022/8/4,2022-08-04 23:00:00+00:00,22622.52,22670,22570,22622.98,4824.13149,64407.13053,109167990.4,150635,2409.65164,54532275.07
2022/8/5,2022-08-05 00:00:00+00:00,22622.41,22682.65,22586.95,22632,4571.73014,65725.43174,103517339.2,172453,2334.22865,52854893.78
2022/8/5,2022-08-05 01:00:00+00:00,22632,22920.61,22627.24,22893.44,7250.9132,65473.36657,165124138.1,218946,3827.23522,87154426.3
2022/8/5,2022-08-05 02:00:00+00:00,22893.44,23115.38,22858.59,23044.91,9837.1328,65897.65057,226109093.1,287071,4884.49354,112280110.8
2022/8/5,2022-08-05 03:00:00+00:00,23044.91,23200,23040,23175.32,7415.99555,74912.334,171466314.7,219786,3948.58595,91290286.4
2022/8/5,2022-08-05 04:00:00+00:00,23173.9,23247.84,23093.94,23152.02,5732.52901,81260.72505,132818451.7,201919,2902.14968,67246661.53
2022/8/5,2022-08-05 05:00:00+00:00,23152.02,23228.59,23065.82,23189.78,5425.93988,89484.77291,125450896.1,198962,2741.88751,63400789.76
2022/8/5,2022-08-05 06:00:00+00:00,23189.77,23432.51,23188.9,23282.02,7956.52743,93274.25693,185346803.8,255956,4219.60108,98308956.27
2022/8/5,2022-08-05 07:00:00+00:00,23282.02,23299.27,23157.49,23186.08,4984.31193,92554.29048,115656756,169772,2427.58444,56332550.68
2022/8/5,2022-08-05 08:00:00+00:00,23185.08,23254.92,23095.17,23151.46,5536.67841,95169.18803,128227269.4,187201,2810.10398,65086757.96
2022/8/5,2022-08-05 09:00:00+00:00,23151.46,23189.66,23120.48,23132.21,4048.88956,97894.01582,93733472.11,147528,2024.50947,46870358.89
2022/8/5,2022-08-05 10:00:00+00:00,23132.21,23253.39,23105.47,23196.04,5203.8064,97850.48246,120624557.8,174116,2670.36202,61901829.98
2022/8/5,2022-08-05 11:00:00+00:00,23195.46,23441.1,23151.04,23405.13,10607.82125,96352.03593,247191011.9,299777,5423.59104,126395673.7
2022/8/5,2022-08-05 12:00:00+00:00,23403.67,23472.86,22921.25,23018.93,17134.38188,100450.4021,397336620.4,427849,8060.35513,186960880
2022/8/5,2022-08-05 13:00:00+00:00,23018.93,23101,22879.42,23054.81,10640.45176,94970.79284,244844303.6,306532,5320.6771,122442794.8
2022/8/5,2022-08-05 14:00:00+00:00,23053.25,23360,23022.5,23177.08,12296.49544,89981.73633,285634942.7,336307,6139.81007,142620983.5
2022/8/5,2022-08-05 15:00:00+00:00,23177.08,23204.64,22957.98,22988.25,8809.01549,99617.40905,203148109.2,261566,4181.39752,96433639.9
2022/8/5,2022-08-05 16:00:00+00:00,22988.26,23076.69,22900,23034.35,7440.73005,91299.72131,171097217.5,219072,3657.43104,84106739.51
2022/8/5,2022-08-05 17:00:00+00:00,23034.35,23104,22800,22828.26,8366.91113,87013.13817,192162760.2,222665,4137.98914,95057332.49
2022/8/5,2022-08-05 18:00:00+00:00,22828.26,22892.73,22754.13,22806.02,5493.94588,84133.19117,125447133.5,172401,2765.56548,63157923.8
2022/8/5,2022-08-05 19:00:00+00:00,22806.02,22957.51,22775.23,22932.83,5700.82654,77743.22167,130439013.6,180851,2975.04714,68074130.51
2022/8/5,2022-08-05 20:00:00+00:00,22931.23,23004.34,22839.27,22983.39,4370.87889,73785.84071,100223978.5,144500,2250.56057,51609551.69
2022/8/5,2022-08-05 21:00:00+00:00,22981.3,23223.53,22980,23106.58,5539.43793,73520.74709,128044370,171730,2910.33801,67274468.76
2022/8/5,2022-08-05 22:00:00+00:00,23106.58,23281.98,23106.58,23243.41,5280.89043,76504.59943,122487626.6,175132,2735.94697,63465499.09
2022/8/5,2022-08-05 23:00:00+00:00,23244.67,23329,23154.7,23312.42,5605.45651,77976.81022,130303771.5,188477,2891.10403,67212710.56
2022/8/6,2022-08-06 00:00:00+00:00,23313.56,23354.36,23201.27,23264.97,5770.02445,83657.49612,134304887.2,215964,2929.50409,68193424
2022/8/6,2022-08-06 01:00:00+00:00,23264.97,23297,23187.62,23224.39,3460.10992,86639.71177,80424486.01,142118,1670.15242,38821700.35
2022/8/6,2022-08-06 02:00:00+00:00,23223.24,23288.52,23190.93,23266.26,3375.21779,90114.71714,78400165.96,133428,1681.53546,39061503.67
2022/8/6,2022-08-06 03:00:00+00:00,23266.22,23283.72,23152.42,23173.65,3982.38759,92004.59732,92394965.26,154479,1896.1247,43993518.27
2022/8/6,2022-08-06 04:00:00+00:00,23173.65,23227.71,23160.27,23208.23,2400.00516,92570.40404,55666971.35,115282,1185.93403,27507792.67
2022/8/6,2022-08-06 05:00:00+00:00,23209.9,23236.93,23141.22,23195.99,3624.09863,92057.94635,84012821.73,150064,1774.90591,41148148.21
2022/8/6,2022-08-06 06:00:00+00:00,23194.7,23211.2,23140.02,23187.74,2823.60726,92337.64854,65449650.62,127018,1407.89303,32636177.68
2022/8/6,2022-08-06 07:00:00+00:00,23187.19,23236.55,23166.29,23205.87,3094.62555,93103.631,71782843.88,135538,1558.10755,36143840.6
2022/8/6,2022-08-06 08:00:00+00:00,23204.77,23258.61,23100,23151.86,4579.00249,90591.1175,106175360.6,180357,2283.54591,52953584.52
2022/8/6,2022-08-06 09:00:00+00:00,23153.33,23196.64,23135.9,23170.28,2654.11133,90014.06352,61481971.01,129116,1325.31845,30702451.32
2022/8/6,2022-08-06 10:00:00+00:00,23170.28,23213,23167.37,23179.51,2416.90754,88971.47224,56048102.66,120096,1203.01479,27898888.83
2022/8/6,2022-08-06 11:00:00+00:00,23179.5,23201.69,23150.95,23157.42,2991.33811,88387.20576,69325386.05,126800,1442.37961,33429065.77
2022/8/6,2022-08-06 12:00:00+00:00,23157.42,23204.67,23153.59,23172.47,2602.40182,88618.056,60318606.99,129655,1294.51915,30005903.56
2022/8/6,2022-08-06 13:00:00+00:00,23172.47,23236.49,23166.01,23188.74,3011.8756,88547.52791,69886035.37,132657,1560.05851,36200536.44
2022/8/6,2022-08-06 14:00:00+00:00,23189.9,23234.58,23172.2,23220.36,2701.20803,88034.24386,62678222.99,123375,1391.47492,32289185.24
2022/8/6,2022-08-06 15:00:00+00:00,23220.36,23232.22,23172.16,23202.21,2590.71218,87577.02681,60113269.84,114520,1228.82294,28513911.46
2022/8/6,2022-08-06 16:00:00+00:00,23201.18,23226.66,23143.04,23156.72,3189.54167,86660.39969,74000621.63,126250,1562.01132,36243292.11
2022/8/6,2022-08-06 17:00:00+00:00,23156.72,23256.37,22982.49,23128.83,7525.45014,86269.10518,174079759,252798,3729.67523,86285044.93
2022/8/6,2022-08-06 18:00:00+00:00,23130.69,23211.27,23083.69,23181.57,3634.37716,87462.7641,84134779.86,140619,1846.76334,42755145.92
2022/8/6,2022-08-06 19:00:00+00:00,23180.23,23205,23145.12,23185.12,2754.5633,86632.23446,63857640.41,106720,1382.68972,32056010.98
2022/8/6,2022-08-06 20:00:00+00:00,23186.32,23200,23103.03,23172.41,2760.40553,86883.92744,63899005.99,106179,1314.16908,30421881.87
2022/8/6,2022-08-06 21:00:00+00:00,23174.35,23207.65,23168,23178.84,1760.98895,86186.40063,40835151.97,76041,956.80385,22188113.08
2022/8/6,2022-08-06 22:00:00+00:00,23178.84,23220,23147.45,23173.63,3054.21303,86847.85489,70775163.57,110931,1494.07736,34623935.55
2022/8/6,2022-08-06 23:00:00+00:00,23173.63,23174.97,22909.52,22954.21,7154.62984,87316.57415,164647786.7,210223,3319.49473,76389251.02
2022/8/7,2022-08-07 00:00:00+00:00,22954.21,23051.92,22844.62,22889.24,5343.43342,79780.90777,122670270.4,196050,2628.52436,60357676.64
2022/8/7,2022-08-07 01:00:00+00:00,22889.25,22938,22854.26,22911.34,4117.69791,76729.17304,94304172.49,162025,2029.60862,46485063.33
2022/8/7,2022-08-07 02:00:00+00:00,22910.32,23007.75,22903.6,22996.12,2859.50901,73129.18721,65636301.31,134004,1489.82419,34196979.47
2022/8/7,2022-08-07 03:00:00+00:00,22996.12,23042.31,22968.65,22990.1,3649.50686,71399.88954,83932140.51,140171,1792.63372,41228126.71
2022/8/7,2022-08-07 04:00:00+00:00,22990.1,23025,22938.47,22950.57,3507.57328,73020.91451,80626013.62,136220,1709.15571,39288364.83
2022/8/7,2022-08-07 05:00:00+00:00,22949.17,22998.93,22946.89,22969.39,2150.49454,73178.35325,49408501.2,110189,1073.48172,24664250.77
2022/8/7,2022-08-07 06:00:00+00:00,22969.39,23020.44,22965.45,23005.76,2225.20884,72768.25627,51175902.67,107617,1143.3224,26295052.53
2022/8/7,2022-08-07 07:00:00+00:00,23005.2,23029.62,22990.49,23015.95,2399.76585,72676.13307,55216909.11,111478,1246.31446,28677708.19
2022/8/7,2022-08-07 08:00:00+00:00,23014.6,23025.95,22902.16,22924.9,3747.39457,72199.92141,86072767.19,143744,1749.66055,40188276.76
2022/8/7,2022-08-07 09:00:00+00:00,22924.9,22980.27,22890.52,22977.27,3571.7914,73350.10568,81939910.6,143407,1841.69769,42252483.93
2022/8/7,2022-08-07 10:00:00+00:00,22978.05,23013.82,22957.47,22999.48,2453.50635,71861.58371,56409401.17,117961,1360.56616,31282366.53
2022/8/7,2022-08-07 11:00:00+00:00,22998.69,23055,22961.99,23038.48,3331.44675,72424.33225,76639365.3,145042,1740.29214,40036659.07
2022/8/7,2022-08-07 12:00:00+00:00,23038.48,23151,23035,23115.02,6003.94433,72349.35505,138647819,220468,2983.70721,68906182.13
2022/8/7,2022-08-07 13:00:00+00:00,23115.02,23184.21,23115.02,23152.76,4248.28127,73395.4809,98338718.05,179446,2177.03047,50393875.15
2022/8/7,2022-08-07 14:00:00+00:00,23153.02,23172.84,23055.94,23119.59,3971.76998,79129.63094,91830541.29,168080,1966.05166,45458081.69
2022/8/7,2022-08-07 15:00:00+00:00,23118.57,23123.63,23010.84,23023.14,3743.67044,81193.89091,86341140.71,155220,1795.09739,41401743.65
2022/8/7,2022-08-07 16:00:00+00:00,23021.97,23137.29,22994,23093.7,3781.37734,78902.8227,87260380.32,162994,1958.75859,45206668.99
2022/8/7,2022-08-07 17:00:00+00:00,23093.13,23300,23090,23240.4,5755.75131,78097.4629,133632230.5,206418,3204.39042,74393824.74
2022/8/7,2022-08-07 18:00:00+00:00,23238.33,23287.26,23184.36,23215.6,3372.28767,82869.14179,78370862.93,143283,1559.23481,36238425.93
2022/8/7,2022-08-07 19:00:00+00:00,23214.59,23224.11,23141.48,23161.02,2740.86815,84569.80077,63562294.65,124043,1313.56553,30464022.66
2022/8/7,2022-08-07 20:00:00+00:00,23162.46,23279.97,23151.63,23264.01,3412.95593,84283.42226,79264857.45,139171,1824.36984,42374793.93
2022/8/7,2022-08-07 21:00:00+00:00,23264.01,23402,23262.02,23311.34,3759.24792,83928.24944,87707718.37,150644,1965.53145,45861694.08
2022/8/7,2022-08-07 22:00:00+00:00,23311.34,23323,23215.6,23244.63,3588.4071,86948.96579,83476614.8,163729,1746.43511,40628862.21
2022/8/7,2022-08-07 23:00:00+00:00,23244.63,23252.92,23051.71,23174.39,5154.11855,85252.75407,119298211,185239,2445.64946,56604524.26
2022/8/8,2022-08-08 00:00:00+00:00,23174.39,23350,23154.25,23264.25,5160.37577,81598.92513,119987100.5,208624,2736.83634,63636662.78
2022/8/8,2022-08-08 01:00:00+00:00,23262.89,23275.15,23162.98,23220.08,3725.5341,84021.24713,86470942.37,155386,1799.37324,41765839.96
2022/8/8,2022-08-08 02:00:00+00:00,23218.93,23328.72,23203.82,23302.44,5132.5044,84795.27245,119454172.1,174427,2476.27894,57630012.36
2022/8/8,2022-08-08 03:00:00+00:00,23303.17,23344,23254.36,23306.63,4037.71722,86001.27033,94067320.01,151715,2049.17758,47739445.19
2022/8/8,2022-08-08 04:00:00+00:00,23306.62,23359.76,23278.14,23341.39,3286.07098,88577.61041,76629843.85,129889,1691.57459,39448028
2022/8/8,2022-08-08 05:00:00+00:00,23341.39,23467,23331.32,23430.31,5607.63136,91737.56866,131218534.5,198727,2910.8172,68114141.74
2022/8/8,2022-08-08 06:00:00+00:00,23430.31,23792.86,23430.31,23729.49,12470.75605,97070.46589,294803572.6,386819,6311.22606,149183346.9
2022/8/8,2022-08-08 07:00:00+00:00,23729.49,23852.43,23682.07,23807.68,8748.39534,106032.5398,208080716.7,293361,4509.92391,107271388.4
2022/8/8,2022-08-08 08:00:00+00:00,23807.53,24175.07,23771.01,24133.46,13627.83376,117256.0798,326732732.9,418228,7249.35852,173820442.8
2022/8/8,2022-08-08 09:00:00+00:00,24133.46,24189.43,24056.11,24090.38,8309.32898,120423.1672,200525909.3,295098,4087.85041,98651603.35
2022/8/8,2022-08-08 10:00:00+00:00,24092.18,24120,24000,24061.06,6079.56013,138000.8102,146380285.8,234007,3076.13085,74068190.95
2022/8/8,2022-08-08 11:00:00+00:00,24059.74,24182.3,24013.28,24166.12,6571.6723,146064.2556,158325057.5,249061,3439.79188,82877089.3
2022/8/8,2022-08-08 12:00:00+00:00,24166.12,24245,24066.87,24122.21,9789.32861,138591.9304,236353735.3,327331,5045.24373,121818380.8
2022/8/8,2022-08-08 13:00:00+00:00,24122.21,24211.99,24007.55,24160.36,10084.78142,136898.9724,243140995.7,345837,4913.63374,118471969.8
2022/8/8,2022-08-08 14:00:00+00:00,24160.27,24222.61,24076.53,24145.76,7953.67072,143074.8907,192120392.1,288889,4049.2997,97816344.02
2022/8/8,2022-08-08 15:00:00+00:00,24147.52,24211.42,23892.57,23991.38,10586.66334,148054.6651,254465845.3,349913,4997.24186,120121413.8
2022/8/8,2022-08-08 16:00:00+00:00,23991.38,24011.93,23841.6,23939.66,8293.6123,151646.6667,198363650.2,280586,4062.88472,97178624.03
2022/8/8,2022-08-08 17:00:00+00:00,23939.66,23992.78,23901.22,23964.99,5105.45098,148242.1916,122273325.9,188693,2559.69048,61304378.06
2022/8/8,2022-08-08 18:00:00+00:00,23963.73,23982.23,23875.44,23917.89,5251.72465,144838.1148,125680463.4,210516,2628.98415,62918741.44
2022/8/8,2022-08-08 19:00:00+00:00,23917.89,23957.63,23793.33,23926.83,5680.72939,141013.5871,135735277.7,211561,2788.81378,66641833.7
2022/8/8,2022-08-08 20:00:00+00:00,23926.84,24104.55,23908.96,24066.49,5167.7647,135701.4447,123982859.6,170570,2729.26035,65482267.16
2022/8/8,2022-08-08 21:00:00+00:00,24066.49,24068.31,23762.38,23850.33,5725.46482,125476.6351,136633341.9,187054,2713.97247,64777145.43
2022/8/8,2022-08-08 22:00:00+00:00,23850.33,23854.47,23670.88,23813.39,8402.25738,121254.2564,199838867.9,230536,4028.48567,95824063.98
2022/8/8,2022-08-08 23:00:00+00:00,23813.39,23922.7,23755.36,23810,6159.61282,120060.0204,146787167.5,205217,3086.44708,73557030.3
2022/8/9,2022-08-09 00:00:00+00:00,23810.98,23869.96,23727.95,23794,3670.44373,115112.0903,87416851.42,179951,1818.36217,43308076.25
2022/8/9,2022-08-09 01:00:00+00:00,23792.61,23839.16,23708.31,23733.96,4295.21852,110291.4448,102148045.9,189152,2211.93528,52608047.7
2022/8/9,2022-08-09 02:00:00+00:00,23732.97,23815.95,23626.87,23807.74,4397.15516,107406.7623,104373256.6,184865,2157.56157,51223619.99
2022/8/9,2022-08-09 03:00:00+00:00,23807.74,23849,23776.98,23828.96,3011.61828,105131.1834,71750151.54,152776,1515.18331,36099917.91
2022/8/9,2022-08-09 04:00:00+00:00,23828.98,23904.26,23792.11,23884.91,3468.44144,101391.5519,82716568.42,165464,1742.4749,41555717.22
2022/8/9,2022-08-09 05:00:00+00:00,23884.91,23933.25,23850,23873.74,3399.98472,97154.78661,81204515.23,152953,1709.55066,40832734.42
2022/8/9,2022-08-09 06:00:00+00:00,23873.74,23881.22,23754.51,23849.8,4878.56752,94493.70612,116118577.5,186576,2330.87738,55481222.02
2022/8/9,2022-08-09 07:00:00+00:00,23849.8,23906.78,23815.49,23878.12,4877.78561,95418.73159,116367649.7,202214,2469.8152,58924907.37
2022/8/9,2022-08-09 08:00:00+00:00,23878.12,23890.47,23768.04,23777.27,4791.64287,94980.63011,114155151.5,199026,2273.91181,54175813.76
2022/8/9,2022-08-09 09:00:00+00:00,23777.27,23829,23470,23472.62,10055.90053,94231.21411,237852766.8,331755,4511.56982,106731650.8
2022/8/9,2022-08-09 10:00:00+00:00,23472.62,23531.87,23336.15,23350.39,11390.69368,88780.36895,266762676.5,359631,5709.98404,133733481.6
2022/8/9,2022-08-09 11:00:00+00:00,23350.39,23414.35,23182.55,23263.92,10167.9159,72587.09861,237146575.9,313980,4872.55587,113650570.8
2022/8/9,2022-08-09 12:00:00+00:00,23263.34,23307.3,23200.27,23244.76,6710.68571,68573.46177,156105263.3,247205,3300.9903,76793710.08
2022/8/9,2022-08-09 13:00:00+00:00,23245.15,23327.07,23012.85,23068.42,10670.07679,63900.50801,247833131.5,327054,5076.30239,117951338.2
2022/8/9,2022-08-09 14:00:00+00:00,23068.42,23125.15,22865,23098.85,11832.48045,62360.10281,272308089.9,352927,5845.37169,134548601.1
2022/8/9,2022-08-09 15:00:00+00:00,23098.85,23157.89,23029.15,23075,5970.90076,58967.55206,137949092.9,209553,2992.28675,69135735.3
2022/8/9,2022-08-09 16:00:00+00:00,23075,23120,22988.09,23071.96,6820.89382,58771.33198,157324406.6,233239,3398.63063,78395881.66
2022/8/9,2022-08-09 17:00:00+00:00,23071.96,23132.11,22970,23053.98,5990.06509,58846.56203,138142121.6,199751,3014.48676,69526358.3
2022/8/9,2022-08-09 18:00:00+00:00,23053.98,23073.96,22986,23053.55,4731.44269,57691.35484,108992493.8,167289,2426.04417,55888153.61
2022/8/9,2022-08-09 19:00:00+00:00,23051.41,23098,23006,23053.82,4886.07604,57661.50671,112643054.4,161861,2539.40754,58544299.3
2022/8/9,2022-08-09 20:00:00+00:00,23053.82,23184.97,23050,23137.35,4211.54854,57769.28571,97366999.13,148580,2293.07945,53015159.55
2022/8/9,2022-08-09 21:00:00+00:00,23137.35,23217.57,23123.47,23191.6,3433.90433,55319.68691,79611555.46,121840,1689.78431,39176301.45
2022/8/9,2022-08-09 22:00:00+00:00,23191.6,23265,23117.92,23170.32,5250.1997,54449.14554,121809339.7,177470,2635.14783,61146777.05
2022/8/9,2022-08-09 23:00:00+00:00,23170.32,23242.23,23133.31,23149.95,4268.8667,54611.18285,99012583.41,140501,2063.4657,47862427.17
2022/8/10,2022-08-10 00:00:00+00:00,23151.32,23151.32,22664.69,22771.87,10395.73294,54344.38884,237792395,305634,4638.94992,106093276
2022/8/10,2022-08-10 01:00:00+00:00,22771.87,22949.09,22761.11,22886.25,6410.81259,56363.12314,146596615.8,227972,3301.12929,75487009.14
2022/8/10,2022-08-10 02:00:00+00:00,22885.9,22924.4,22760,22913.53,5552.14915,54749.64337,126859892.4,192361,2733.89825,62469520.91
2022/8/10,2022-08-10 03:00:00+00:00,22913.53,22939.52,22850,22863.75,4963.6917,55180.83977,113619966.1,177223,2527.82369,57863892.41
2022/8/10,2022-08-10 04:00:00+00:00,22863.75,23004.52,22849.46,22943.35,6023.3788,55778.6326,138083765.2,195020,3221.30565,73849502.98
2022/8/10,2022-08-10 05:00:00+00:00,22941.32,22966.62,22880,22900.86,3574.64105,54719.1109,81950562.41,150350,1781.01901,40834363.46
2022/8/10,2022-08-10 06:00:00+00:00,22899.26,22954.92,22829.17,22936.65,4249.58912,56055.14663,97287269.7,175484,2169.26749,49664894.59
2022/8/10,2022-08-10 07:00:00+00:00,22936.65,23011.5,22923,22963.67,4876.86095,56537.11548,112010867.1,198690,2392.97636,54964649.67
2022/8/10,2022-08-10 08:00:00+00:00,22963.67,23139,22961.96,23103.3,6759.17325,56575.97913,155709697.1,245245,3584.25343,82569086.11
2022/8/10,2022-08-10 09:00:00+00:00,23103.3,23129.58,23025.49,23082.32,4950.3777,54019.67158,114231503.6,207479,2433.04783,56145411.41
2022/8/10,2022-08-10 10:00:00+00:00,23083.81,23091.18,22983.08,23064.45,5176.68425,57140.26342,119321419.9,206523,2477.07869,57099625.69
2022/8/10,2022-08-10 11:00:00+00:00,23063.68,23204,23047.49,23123.95,6532.65401,58798.02192,151010336.8,253544,3328.06913,76939466.28
2022/8/10,2022-08-10 12:00:00+00:00,23122.36,24056.22,23004.58,23985.18,31921.89109,56784.83042,754025249.8,775562,16832.94998,397671139.9
